conversation_id,conversation_label,baseline_id,backend,mode,turn_index,speaker,SGI,SGI_clipped,Velocity,d_SGI,d_Velocity,phase,manifold_distance,on_manifold,top_symbol,symbol_confidence
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,14,AI,0.5439621685608919,0.5439621685608919,2.260200049582946,-0.5959468299594292,-0.2946036044453435,T,1.2706092464519538,1,reflection,0.22343947330308325
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,15,User,1.1785646593304429,1.1785646593304429,22.700989652395656,0.634602490769551,20.44078960281271,T,0.58516732357238,1,understanding,0.20343934039459305
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,16,AI,1.6594228882500033,1.6594228882500033,13.86296599261957,0.4808582289195604,-8.838023659776086,G,0.905516848235222,1,reflection,0.23059329810863916
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,17,User,1.0885642954530024,1.0885642954530024,25.032082217011705,-0.5708585927970009,11.169116224392136,T,0.5053471174279421,1,experience,0.24332001439973894
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,18,AI,0.4947156302312442,0.4947156302312442,7.351913558590742,-0.5938486652217582,-17.680168658420964,T,1.1057906529434862,1,reflection,0.2529553288615664
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,19,User,1.7251708388945683,1.7251708388945683,33.45134064340591,1.230455208663324,26.099427084815172,G,0.34038218599797515,1,experience,0.21072425478789228
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,20,AI,28.14134368493335,5.0,18.786352690989744,26.416172846038783,-14.664987952416169,G,9.590342814502376,0,experience,0.291116282363333
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,21,User,0.9906270781811357,0.9906270781811357,19.659879629991067,-27.150716606752216,0.8735269390013229,T,0.6827471064058515,1,relationship,0.2501708744322618
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,22,AI,1.4226839314151043,1.4226839314151043,29.56878944848114,0.4320568532339686,9.908909818490073,T,0.38384003982551884,1,introspection,0.2033390757462546
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,bge-m3,centered,23,User,1.1032594624725682,1.1032594624725682,29.54052941209232,-0.31942446894253607,-0.02826003638882213,T,0.35656400285917983,1,introspection,0.23702033965839275
